Medical Equipment,Services,Kode RS,Hospital Name,City/Regency,Province,Year,Volume
Monitor Neonatus NICU,MotherChild,1277011,Rumah Sakit Umum Daerah Padang Sidempuan,City of Padang Sidempuan,North Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1301010,Rumah Sakit Umum Daerah Kabupaten Kepulauan Mentawai,Kepulauan Mentawai,West Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1302011,Rumah Sakit Umum Daerah Dr. Muhammad Zein Painan,Pesisir Selatan,West Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1303012,Rumah Sakit Umum Daerah Muara Labuh,Solok Selatan,West Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1304014,Rumah Sakit Umum Daerah Ahmad Syafi'i Ma'arif,Sijunjung,West Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1306015,Rumah Sakit Umum Daerah Pariaman,City of Pariaman,West Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1306056,Rumah Sakit Umum Daerah Padang Pariaman,Padang Pariaman,West Sumatra,2024,1
Monitor Neonatus NICU,MotherChild,1308016,Rumah Sakit Umum Daerah Lubuk Basung,Agam,West Sumatra,2024,1
Monitor Neonatus NICU,MotherChild,1309011,Rumah Sakit Umum Daerah Tuanku Imam Bonjol,Pasaman,West Sumatra,2024,1
Monitor Neonatus NICU,MotherChild,1311013,Rumah Sakit Umum Daerah Sungai Dareh,Dharmasraya,West Sumatra,2024,1
Monitor Neonatus NICU,MotherChild,1312024,Rumah Sakit Umum Daerah Pasaman Barat,Pasaman Barat,West Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1371444,Rumah Sakit Umum Daerah dr. Rasidin Padang,City of Padang,West Sumatra,2024,1
Monitor Neonatus NICU,MotherChild,1373012,Rumah Sakit Umum Daerah Sawah Lunto,City of Sawah Lunto,West Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1374013,Rumah Sakit Umum Daerah Padang Panjang,City of Padang Panjang,West Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1375053,Rumah Sakit Umum Daerah Kota Bukittinggi,City of Bukittinggi,West Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1376015,Rumah Sakit Umum Daerah Dr. Adnaan WD,City of Payakumbuh,West Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1401011,Rumah Sakit Umum Daerah Teluk Kuantan,Kuantan Singingi,Riau,2025,1
Monitor Neonatus NICU,MotherChild,1402012,Rumah Sakit Umum Daerah Indrasari Rengat,Indragiri Hulu,Riau,2025,1
Monitor Neonatus NICU,MotherChild,1403013,Rumah Sakit Umum Daerah Puri Husada Tembilahan,Indragiri Hilir,Riau,2025,1
Monitor Neonatus NICU,MotherChild,1404014,Rumah Sakit Umum Daerah Selasih Riau,Pelalawan,Riau,2025,1
Monitor Neonatus NICU,MotherChild,1405015,Rumah Sakit Umum Daerah Tengku Rafi'an Siak Sri Indrapura,Siak,Riau,2025,1
Monitor Neonatus NICU,MotherChild,1406016,Rumah Sakit Umum Daerah Bangkinang,Kampar,Riau,2024,1
Monitor Neonatus NICU,MotherChild,1407011,Rumah Sakit Umum Daerah Rokan Hulu,Rokan Hulu,Riau,2025,1
Monitor Neonatus NICU,MotherChild,1409022,Rumah Sakit Umum Daerah Dr. RM. Pratomo Bagansiapiapi,Rokan Hilir,Riau,2024,1
Monitor Neonatus NICU,MotherChild,1410043,Rumah Sakit Umum Daerah Kabupaten Kepulauan Meranti,Kepulauan Meranti,Riau,2025,1
Monitor Neonatus NICU,MotherChild,1471398,Rumah Sakit Daerah Madani Kota Pekanbaru,City of Pekanbaru,Riau,2025,1
Monitor Neonatus NICU,MotherChild,1501012,Rumah Sakit Umum Daerah Mayjen H. A. Thalib,City of Sungai penuh,Jambi,2025,1
Monitor Neonatus NICU,MotherChild,1502014,Rumah Sakit Umum Daerah Kolonel Abundjani Bangko,Merangin,Jambi,2025,1
Monitor Neonatus NICU,MotherChild,1504015,Rumah Sakit Umum Daerah Haji Abdoel Madjid Batoe,Batang Hari,Jambi,2025,1
Monitor Neonatus NICU,MotherChild,1505016,Rumah Sakit Umum Daerah Ahmad Ripin,Muaro Jambi,Jambi,2025,1
Monitor Neonatus NICU,MotherChild,1506011,Rumah Sakit Umum Daerah Nurdin Hamzah,Tanjung Jabung Timur,Jambi,2025,1
Monitor Neonatus NICU,MotherChild,1508013,Rumah Sakit Umum Daerah Sultan Thaha Saifuddin,Tebo,Jambi,2025,1
Monitor Neonatus NICU,MotherChild,1509013,Rumah Sakit Umum Daerah H. Hanafie,Bungo,Jambi,2024,1
Monitor Neonatus NICU,MotherChild,1571158,Rumah Sakit Umum Daerah H. Abdul Manap,City of Jambi,Jambi,2024,1
Monitor Neonatus NICU,MotherChild,1601013,Rumah Sakit Umum Daerah Dr. Ibnu Sutowo Baturaja,Ogan Komering Ulu,South Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1603085,Rumah Sakit Umum Daerah Talang Ubi,Penukal Abab Lematang Ilir,South Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1605043,Rumah Sakit Umum Daerah Rupit Kabupaten Musi Rawas Utara,Musi Rawas Utara,South Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1607012,Rumah Sakit Umum Daerah Banyuasin,Banyuasin,South Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1608051,Rumah Sakit Umum Daerah Muara Dua,Ogan Komering Ulu Selatan,South Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1609083,Rumah Sakit Umum Daerah Ogan Komering Ulu Timur,Ogan Komering Ulu Timur,South Sumatra,2024,1
Monitor Neonatus NICU,MotherChild,1610003,Rumah Sakit Umum Daerah Kabupaten Ogan Ilir,Ogan Ilir,South Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1611042,Rumah Sakit Umum Daerah Kabupaten Empat Lawang,Empat Lawang,South Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1673031,Rumah Sakit Umum Daerah Basemah Kota Pagar Alam,City of Pagar Alam,South Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1674010,Rumah Sakit Umum Daerah Dr. Sobirin Kabupaten Musi Rawas,Musi Rawas,South Sumatra,2024,1
Monitor Neonatus NICU,MotherChild,1674032,Rumah Sakit Umum Daerah Siti Aisyah Kota Lubuk Linggau,City of Lubuk Linggau,South Sumatra,2025,1
Monitor Neonatus NICU,MotherChild,1701014,Rumah Sakit Umum Daerah Hasanuddin Damrah Manna,Bengkulu Selatan,Bengkulu,2024,1
Monitor Neonatus NICU,MotherChild,1702015,Rumah Sakit Umum Daerah Kabupaten Rejang Lebong,Rejang Lebong,Bengkulu,2024,1
Monitor Neonatus NICU,MotherChild,1704028,Rumah Sakit Umum Daerah Kaur,Kaur,Bengkulu,2025,1
Monitor Neonatus NICU,MotherChild,1705018,Rumah Sakit Umum Daerah Tais Kabupaten Seluma,Seluma,Bengkulu,2025,1
Monitor Neonatus NICU,MotherChild,1706019,Rumah Sakit Umum Daerah Mukomuko,Muko Muko,Bengkulu,2024,1
Monitor Neonatus NICU,MotherChild,1708010,Rumah Sakit Umum Daerah Kepahiang,Kepahiang,Bengkulu,2025,1
Monitor Neonatus NICU,MotherChild,1709038,Rumah Sakit Umum Daerah Bengkulu Tengah,Bengkulu Tengah,Bengkulu,2025,1
Monitor Neonatus NICU,MotherChild,1801015,Rumah Sakit Umum Daerah Alimuddin Umar,Lampung Barat,Lampung,2025,1
Monitor Neonatus NICU,MotherChild,1803010,Rumah Sakit Umum Daerah Pringsewu,Pringsewu,Lampung,2025,1
Monitor Neonatus NICU,MotherChild,1803021,"Rumah Sakit Umum Daerah Dr. H. Bob Bazar, SKM",Lampung Selatan,Lampung,2024,1
Monitor Neonatus NICU,MotherChild,1804011,Rumah Sakit Umum Daerah Sukadana,Lampung Timur,Lampung,2025,1
Monitor Neonatus NICU,MotherChild,1805034,Rumah Sakit Umum Daerah Demang Sepulau Raya,Lampung Tengah,Lampung,2025,1
Monitor Neonatus NICU,MotherChild,1806013,Rumah Sakit Umum Daerah Mayjend. HM. Ryacudu Kotabumi,Lampung Utara,Lampung,2025,1
Monitor Neonatus NICU,MotherChild,1807014,Rumah Sakit Umum Daerah Zainal Abidin Pagar Alam,Way Kanan,Lampung,2025,1
Monitor Neonatus NICU,MotherChild,1809002,Rumah Sakit Umum Daerah Pesawaran,Pesawaran,Lampung,2025,1
Monitor Neonatus NICU,MotherChild,1811002,Rumah Sakit Umum Daerah Ragab Begawe Caram,Mesuji,Lampung,2025,1
Monitor Neonatus NICU,MotherChild,1812003,Rumah Sakit Umum Daerah Tulang Bawang Barat,Tulang Bawang Barat,Lampung,2025,1
Monitor Neonatus NICU,MotherChild,1813001,Rumah Sakit Umum Daerah KH. Muhammad Thohir KRUI,Pesisir Barat,Lampung,2025,1
Monitor Neonatus NICU,MotherChild,1872016,Rumah Sakit Umum Daerah Ahmad Yani Metro,City of Metro,Lampung,2025,1
Monitor Neonatus NICU,MotherChild,1901016,Rumah Sakit Umum Daerah Depati Bahrin,Bangka,Bangka Belitung Islands,2024,1
Monitor Neonatus NICU,MotherChild,1902010,Rumah Sakit Umum Daerah dr. H. Marsidi Judono,Belitung,Bangka Belitung Islands,2025,1
Monitor Neonatus NICU,MotherChild,1905024,Rumah Sakit Umum Daerah Kab. Bangka Selatan,Bangka Selatan,Bangka Belitung Islands,2025,1
Monitor Neonatus NICU,MotherChild,1906014,Rumah Sakit Umum Daerah Muhammad Zein,Belitung Timur,Bangka Belitung Islands,2025,1
Monitor Neonatus NICU,MotherChild,1971021,Rumah Sakit Umum Daerah Depati Hamzah,City of Pangkal Pinang,Bangka Belitung Islands,2024,1
Monitor Neonatus NICU,MotherChild,2001013,Rumah Sakit Umum Daerah Muhammad Sani Kabupaten Karimun,Karimun,Riau Islands,2024,1
Monitor Neonatus NICU,MotherChild,2002002,Rumah Sakit Umum Daerah Kabupaten Bintan,Bintan,Riau Islands,2024,1
Monitor Neonatus NICU,MotherChild,2004012,Rumah Sakit Umum Daerah Dabo Kabupaten Lingga,Lingga,Riau Islands,2025,1
Monitor Neonatus NICU,MotherChild,2072012,Rumah Sakit Umum Daerah Kota Tanjung Pinang,City of Tanjung Pinang,Riau Islands,2025,1
Monitor Neonatus NICU,MotherChild,2105005,Rumah Sakit Umum Daerah Tarempa,Kepulauan Anambas,Riau Islands,2025,1
Monitor Neonatus NICU,MotherChild,3202014,Rumah Sakit Umum Daerah Sekarwangi,Sukabumi,West Java,2025,1
Monitor Neonatus NICU,MotherChild,3203015,Rumah Sakit Umum Daerah Sayang,Cianjur,West Java,2024,1
Monitor Neonatus NICU,MotherChild,3204016,Rumah Sakit Umum Daerah Majalaya,Bandung,West Java,2024,1
Monitor Neonatus NICU,MotherChild,3206011,Rumah Sakit Umum Daerah dr. Soekardjo,City of Tasikmalaya,West Java,2024,1
Monitor Neonatus NICU,MotherChild,3207012,Rumah Sakit Umum Daerah Kab. Ciamis,Ciamis,West Java,2025,1
Monitor Neonatus NICU,MotherChild,3207023,Rumah Sakit Umum Daerah Banjar,City of Banjar,West Java,2025,1
Monitor Neonatus NICU,MotherChild,3208013,Rumah Sakit Umum Daerah 45 Kuningan,Kuningan,West Java,2025,1
Monitor Neonatus NICU,MotherChild,3212016,Rumah Sakit Umum Daerah Kab. Indramayu,Indramayu,West Java,2025,1
Monitor Neonatus NICU,MotherChild,3216252,Rumah Sakit Umum Daerah Kab. Bekasi,Bekasi,West Java,2025,1
Monitor Neonatus NICU,MotherChild,3217002,Rumah Sakit Umum Daerah Cililin,Bandung Barat,West Java,2025,1
Monitor Neonatus NICU,MotherChild,3274016,Rumah Sakit Daerah Gunung Jati,City of Cirebon,West Java,2024,1
Monitor Neonatus NICU,MotherChild,3275013,Rumah Sakit Umum Daerah dr. Chasbullah Abdulmadjid,City of Bekasi,West Java,2024,1
Monitor Neonatus NICU,MotherChild,3304010,Rumah Sakit Umum Daerah Hj. Anna Lasmanah Banjarnegara,Banjarnegara,Central Java,2025,1
Monitor Neonatus NICU,MotherChild,3306012,Rumah Sakit Umum Daerah Dr. Tjitrowardojo Purworejo,Purworejo,Central Java,2025,1
Monitor Neonatus NICU,MotherChild,3307013,Rumah Sakit Umum Setjonegoro Wonosobo,Wonosobo,Central Java,2025,1
Monitor Neonatus NICU,MotherChild,3310015,Rumah Sakit Umum Pusat Dr. Soeradji Tirtonegoro Klaten,Klaten,Central Java,2024,1
Monitor Neonatus NICU,MotherChild,3311016,Rumah Sakit Umum Daerah Ir. Soekarno Kabupaten Sukoharjo,Sukoharjo,Central Java,2025,1
Monitor Neonatus NICU,MotherChild,3313011,Rumah Sakit Umum Daerah Kartini Karanganyar,Karanganyar,Central Java,2025,1
Monitor Neonatus NICU,MotherChild,3314012,Rumah Sakit Umum Daerah dr. Soehadi Prijonegoro,Sragen,Central Java,2025,1
Monitor Neonatus NICU,MotherChild,3317015,Rumah Sakit Umum Daerah dr. R. Soetrasno Rembang,Rembang,Central Java,2025,1
Monitor Neonatus NICU,MotherChild,3318016,Rumah Sakit Umum Daerah RAA Soewondo,Pati,Central Java,2024,1
Monitor Neonatus NICU,MotherChild,3320010,Rumah Sakit Umum Daerah R. A. Kartini,Jepara,Central Java,2024,1
Monitor Neonatus NICU,MotherChild,3321011,Rumah Sakit Umum Daerah Sunan Kalijaga,Demak,Central Java,2025,1
Monitor Neonatus NICU,MotherChild,3322012,Rumah Sakit Umum Daerah dr. Gunawan Mangunkusumo,Semarang,Central Java,2025,1
Monitor Neonatus NICU,MotherChild,3325015,Rumah Sakit Umum Daerah Kab. Batang,Batang,Central Java,2025,1
Monitor Neonatus NICU,MotherChild,3327010,Rumah Sakit Umum Daerah Dr. M. Ashari Pemalang,Pemalang,Central Java,2025,1
Monitor Neonatus NICU,MotherChild,3371014,Rumah Sakit Umum Daerah Tidar,City of Magelang,Central Java,2024,1
Monitor Neonatus NICU,MotherChild,3372201,Rumah Sakit Umum Pusat Surakarta,City of Surakarta,Central Java,2024,1
Monitor Neonatus NICU,MotherChild,3402016,Rumah Sakit Umum Daerah Panembahan Senopati,Bantul,Special Region Yogyakarta,2024,1
Monitor Neonatus NICU,MotherChild,3471234,Rumah Sakit Umum Daerah Kota Yogyakarta,City of Yogyakarta,Special Region Yogyakarta,2024,1
Monitor Neonatus NICU,MotherChild,3501016,Rumah Sakit Umum Daerah dr. Darsono,Pacitan,East Java,2025,1
Monitor Neonatus NICU,MotherChild,3502010,Rumah Sakit Umum Daerah Dr. Harjono S. Kabupaten Ponorogo,Ponorogo,East Java,2025,1
Monitor Neonatus NICU,MotherChild,3503011,Rumah Sakit Umum Daerah dr. Soedomo Trenggalek,Trenggalek,East Java,2025,1
Monitor Neonatus NICU,MotherChild,3505013,Rumah Sakit Umum Daerah Ngudi Waluyo Wlingi,Blitar,East Java,2024,1
Monitor Neonatus NICU,MotherChild,3508016,Rumah Sakit Daerah Dr. Haryoto Kabupaten Lumajang,Lumajang,East Java,2024,1
Monitor Neonatus NICU,MotherChild,3511011,Rumah Sakit Umum dr. H.Koesnadi Bondowoso,Bondowoso,East Java,2025,1
Monitor Neonatus NICU,MotherChild,3512012,Rumah Sakit Umum Daerah dr. Abdoer Rahem Kabupaten Situbondo,Situbondo,East Java,2025,1
Monitor Neonatus NICU,MotherChild,3513013,Rumah Sakit Umum Daerah Waluyo Jati Kraksaan,Probolinggo,East Java,2025,1
Monitor Neonatus NICU,MotherChild,3517010,Rumah Sakit Umum Daerah Kabupaten Jombang,Jombang,East Java,2024,1
Monitor Neonatus NICU,MotherChild,3518011,Rumah Sakit Umum Daerah Nganjuk,Nganjuk,East Java,2024,1
Monitor Neonatus NICU,MotherChild,3519023,Rumah Sakit Umum Daerah Caruban,Madiun,East Java,2025,1
Monitor Neonatus NICU,MotherChild,3520012,Rumah Sakit Umum Daerah dr. Sayidiman Magetan,Magetan,East Java,2025,1
Monitor Neonatus NICU,MotherChild,3521013,Rumah Sakit Umum Daerah Dr. Soeroto Ngawi,Ngawi,East Java,2025,1
Monitor Neonatus NICU,MotherChild,3522014,Rumah Sakit Umum Daerah Dr. R. Sosodoro Djatikoesoemo,Bojonegoro,East Java,2025,1
Monitor Neonatus NICU,MotherChild,3523015,Rumah Sakit Umum Daerah Dr. R. Koesma Tuban,Tuban,East Java,2025,1
Monitor Neonatus NICU,MotherChild,3526011,Rumah Sakit Umum Daerah Syarifah Ambami Rato Ebu,Bangkalan,East Java,2025,1
Monitor Neonatus NICU,MotherChild,3527012,Rumah Sakit Umum Daerah dr. Mohammad Zyn Kab. Sampang,Sampang,East Java,2025,1
Monitor Neonatus NICU,MotherChild,3528013,Rumah Sakit Umum Daerah Dr. H. Slamet Martodirdjo Pamekasan,Pamekasan,East Java,2024,1
Monitor Neonatus NICU,MotherChild,3529014,Rumah Sakit Umum Daerah dr. H. Moh. Anwar,Sumenep,East Java,2025,1
Monitor Neonatus NICU,MotherChild,3575013,Rumah Sakit Umum Daerah Dr. R. Soedarsono Kota Pasuruan,City of Pasuruan,East Java,2026,1
Monitor Neonatus NICU,MotherChild,3602011,Rumah Sakit Umum Daerah Dr. Adjidarmo,Lebak,Banten,2025,1
Monitor Neonatus NICU,MotherChild,3671032,Rumah Sakit Umum Pusat Dr. Sitanala Tangerang,City of Tangerang,Banten,2024,1
Monitor Neonatus NICU,MotherChild,5101016,Rumah Sakit Umum Daerah Negara,Jembrana,Bali,2025,1
Monitor Neonatus NICU,MotherChild,5103032,Rumah Sakit Daerah Mangusada Kabupaten Badung,Badung,Bali,2024,1
Monitor Neonatus NICU,MotherChild,5105013,Rumah Sakit Umum Daerah Klungkung,Klungkung,Bali,2025,1
Monitor Neonatus NICU,MotherChild,5106014,Rumah Sakit Umum Daerah Bangli,Bangli,Bali,2025,1
Monitor Neonatus NICU,MotherChild,5107015,Rumah Sakit Umum Daerah Karangasem,Karangasem,Bali,2025,1
Monitor Neonatus NICU,MotherChild,5204013,Rumah Sakit Umum Sumbawa Besar,Sumbawa,West Nusa Tenggara,2025,1
Monitor Neonatus NICU,MotherChild,5205014,Rumah Sakit Umum Dompu,Dompu,West Nusa Tenggara,2025,1
Monitor Neonatus NICU,MotherChild,5206015,Rumah Sakit Umum Bima,Bima,West Nusa Tenggara,2025,1
Monitor Neonatus NICU,MotherChild,5207002,Rumah Sakit Umum Daerah Asy-Syifa Sumbawa Barat,Sumbawa Barat,West Nusa Tenggara,2025,1
Monitor Neonatus NICU,MotherChild,5208002,Rumah Sakit Umum Kab. Lombok Utara,Lombok Utara,West Nusa Tenggara,2025,1
Monitor Neonatus NICU,MotherChild,5272005,Rumah Sakit Umum Daerah Kota Bima,City of Bima,West Nusa Tenggara,2025,1
Monitor Neonatus NICU,MotherChild,5301033,Rumah Sakit Umum Daerah Waikabubak,Sumba Barat,East Nusa Tenggarara,2024,1
Monitor Neonatus NICU,MotherChild,5303013,Rumah Sakit Umum Daerah S.K. Lerik,City of Kupang,East Nusa Tenggarara,2025,1
Monitor Neonatus NICU,MotherChild,5303024,Rumah Sakit Umum Daerah Rote Ndao Ba'a,Rote Ndao,East Nusa Tenggarara,2025,1
Monitor Neonatus NICU,MotherChild,5303045,Rumah Sakit Umum Daerah Naibonat,Kupang,East Nusa Tenggarara,2025,1
Monitor Neonatus NICU,MotherChild,5305015,Rumah Sakit Umum Daerah Kefamenanu,Timor Tengah Utara,East Nusa Tenggarara,2025,1
Monitor Neonatus NICU,MotherChild,5306016,"Rumah Sakit Umum Daerah Mgr. Gabriel Manek, SVD Atambua",Belu,East Nusa Tenggarara,2024,1
Monitor Neonatus NICU,MotherChild,5306042,Rumah Sakit Umum Penyangga Perbatasan Betun,Malaka,East Nusa Tenggarara,2025,1
Monitor Neonatus NICU,MotherChild,5307010,Rumah Sakit Umum Daerah Kalabahi,Alor,East Nusa Tenggarara,2025,1
Monitor Neonatus NICU,MotherChild,5308045,Rumah Sakit Umum Daerah Lewoleba,Lembata,East Nusa Tenggarara,2025,1
Monitor Neonatus NICU,MotherChild,5309012,Rumah Sakit Umum Daerah dr. Hendrikus Fernandez Larantuka,Flores Timur,East Nusa Tenggarara,2024,1
Monitor Neonatus NICU,MotherChild,5310012,Rumah Sakit Umum Daerah dr. T.C. Hillers Maumere,Sikka,East Nusa Tenggarara,2024,1
Monitor Neonatus NICU,MotherChild,5311013,Rumah Sakit Umum Daerah Ende,Ende,East Nusa Tenggarara,2024,1
Monitor Neonatus NICU,MotherChild,5312014,Rumah Sakit Umum Daerah Bajawa,Ngada,East Nusa Tenggarara,2025,1
Monitor Neonatus NICU,MotherChild,5313015,Rumah Sakit Umum Daerah Ruteng,Manggarai,East Nusa Tenggarara,2024,1
Monitor Neonatus NICU,MotherChild,5315003,Rumah Sakit Umum Daerah Komodo,Manggarai Barat,East Nusa Tenggarara,2025,1
Monitor Neonatus NICU,MotherChild,5316003,Rumah Sakit Umum Daerah Waibakul,Sumba Tengah,East Nusa Tenggarara,2025,1
Monitor Neonatus NICU,MotherChild,5317002,Rumah Sakit Umum Daerah Reda Bolo,Sumba Barat Daya,East Nusa Tenggarara,2025,1
Monitor Neonatus NICU,MotherChild,5318002,Rumah Sakit Umum Daerah Aeramo Kabupaten Nagekeo,Nagekeo,East Nusa Tenggarara,2025,1
Monitor Neonatus NICU,MotherChild,5319002,Rumah Sakit Umum Daerah Borong,Manggarai Timur,East Nusa Tenggarara,2025,1
Monitor Neonatus NICU,MotherChild,5320002,Rumah Sakit Umum Daerah Sabu Raijua,Sabu Raijua,East Nusa Tenggarara,2025,1
Monitor Neonatus NICU,MotherChild,6101022,Rumah Sakit Umum Daerah Sambas,Sambas,West Kalimantan,2025,1
Monitor Neonatus NICU,MotherChild,6102012,"Rumah Sakit Umum Daerah Drs. Jacobus Luna, M.Si",Bengkayang,West Kalimantan,2025,1
Monitor Neonatus NICU,MotherChild,6103013,Rumah Sakit Umum Daerah Kabupaten Landak,Landak,West Kalimantan,2025,1
Monitor Neonatus NICU,MotherChild,6104014,Rumah Sakit Umum Daerah Dr. Rubini Mempawah,Mempawah (Pontianak),West Kalimantan,2025,1
Monitor Neonatus NICU,MotherChild,6109012,Rumah Sakit Umum Daerah Kabupaten Sekadau,Sekadau,West Kalimantan,2025,1
Monitor Neonatus NICU,MotherChild,6110012,Rumah Sakit Umum Daerah Kabupaten Melawi,Melawi,West Kalimantan,2025,1
Monitor Neonatus NICU,MotherChild,6111002,Rumah Sakit Umum Daerah Sultan Muhammad Jamaludin I,Kayong Utara,West Kalimantan,2025,1
Monitor Neonatus NICU,MotherChild,6112003,Rumah Sakit Umum Daerah Kabupaten Kubu Raya,Kubu Raya,West Kalimantan,2025,1
Monitor Neonatus NICU,MotherChild,6171138,Rumah Sakit Umum Daerah Sultan Syarif Mohammad Alkadrie,City of Pontianak,West Kalimantan,2024,1
Monitor Neonatus NICU,MotherChild,6172011,Rumah Sakit Umum Daerah Dr. Abdul Aziz Singkawang,City of Singkawang,West Kalimantan,2025,1
Monitor Neonatus NICU,MotherChild,6205011,Rumah Sakit Umum Daerah Muara Teweh,Barito Utara,Central Kalimantan,2025,1
Monitor Neonatus NICU,MotherChild,6207012,Rumah Sakit Umum Daerah Kabupaten Lamandau,Lamandau,Central Kalimantan,2025,1
Monitor Neonatus NICU,MotherChild,6207033,Rumah Sakit Umum Daerah Sukamara,Sukamara,Central Kalimantan,2025,1
Monitor Neonatus NICU,MotherChild,6209024,Rumah Sakit Umum Daerah Mas Amsyar Kasongan,Katingan,Central Kalimantan,2025,1
Monitor Neonatus NICU,MotherChild,6210015,Rumah Sakit Umum Daerah Pulang Pisau,Pulang Pisau,Central Kalimantan,2025,1
Monitor Neonatus NICU,MotherChild,6271026,Rumah Sakit Umum Daerah Kota Palangka Raya,City of Palangka Raya,Central Kalimantan,2025,1
